Status,Position/Ticket,Symbol,Type,Volume,Open Price,Close Price,Pips,Duration (s),Swap,Commission,Profit,Net P/L,Magic,Comment,Open Time,Close Time
Closed,57604661,GBPUSD,SELL,0.01,1.34602,1.3407,53.19999999999992,29260,0,-0.06,5.32,5.26,110711,MPRFP[tp],2026.03.20 06:15:01,2026.03.20 14:22:41
Closed,57603529,GBPUSD,SELL,0.01,1.34197,1.3407,12.700000000001044,30160,0,-0.06,1.27,1.21,110711,MPRFP[tp],2026.03.20 06:00:01,2026.03.20 14:22:41
Closed,57580598,GBPUSD,BUY,0.01,1.32838,1.32909,7.100000000002105,6103,0,-0.06,0.71,0.65,110711,MPRFP[tp],2026.03.19 21:15:01,2026.03.19 22:56:44
Closed,57560168,GBPUSD,BUY,0.01,1.32597,1.32676,7.899999999998464,2760,0,-0.06,0.79,0.73,110711,MPRFP[tp],2026.03.19 10:15:03,2026.03.19 11:01:03
Closed,57531312,GBPUSD,SELL,0.01,1.335,1.33494,0.5999999999994898,8856,0,-0.06,0.06,0,110711,MPRFP[tp],2026.03.18 20:00:00,2026.03.18 22:27:36
Closed,57535427,GBPUSD,SELL,0.01,1.33655,1.33494,16.099999999998893,755,0,-0.06,1.61,1.55,110711,MPRFP[tp],2026.03.18 22:15:01,2026.03.18 22:27:36
Closed,57513212,GBPUSD,SELL,0.01,1.33408,1.3342,-1.2000000000012,58291,0,-0.06,-0.12,-0.18,110711,MPRFP[tp],2026.03.18 03:15:01,2026.03.18 19:26:32
Closed,57514773,GBPUSD,SELL,0.01,1.33594,1.3342,17.399999999998528,51991,0,-0.06,1.74,1.68,110711,MPRFP[tp],2026.03.18 05:00:01,2026.03.18 19:26:32
Closed,57512843,GBPUSD,SELL,0.01,1.33425,1.33349,7.599999999998719,171,0,-0.06,0.76,0.7,110711,MPRFP[tp],2026.03.18 03:00:01,2026.03.18 03:02:52
Closed,57503195,GBPUSD,SELL,0.01,1.33329,1.33242,8.700000000001484,2070,0,-0.06,0.87,0.81,110711,MPRFP[tp],2026.03.17 22:15:01,2026.03.17 22:49:31
Closed,57436539,GBPUSD,BUY,0.01,1.32345,1.33069,72.39999999999912,252610,0,-0.06,7.24,7.18,110711,MPRFP[tp],2026.03.14 02:45:01,2026.03.17 00:55:11
Closed,57421586,GBPUSD,BUY,0.01,1.32675,1.33069,39.39999999999833,279610,0,-0.06,3.94,3.88,110711,MPRFP[tp],2026.03.13 19:15:01,2026.03.17 00:55:11
Closed,57419133,GBPUSD,BUY,0.01,1.32946,1.33069,12.299999999998423,283210,0,-0.06,1.23,1.17,110711,MPRFP[tp],2026.03.13 18:15:01,2026.03.17 00:55:11
Closed,57417174,GBPUSD,BUY,0.01,1.33286,1.33069,-21.700000000000053,286810,0,-0.06,-2.17,-2.23,110711,MPRFP[tp],2026.03.13 17:15:01,2026.03.17 00:55:11
Closed,57426502,GBPUSD,BUY,0.01,1.32496,1.33069,57.300000000000125,268810,0,-0.06,5.73,5.67,110711,MPRFP[tp],2026.03.13 22:15:01,2026.03.17 00:55:11
Closed,57412485,GBPUSD,BUY,0.01,1.33642,1.3307,-57.19999999999948,305709,0,-0.06,-5.72,-5.78,110711,MPRFP[tp],2026.03.13 12:00:02,2026.03.17 00:55:11
Closed,57414627,GBPUSD,BUY,0.01,1.33451,1.3307,-38.10000000000091,297609,0,-0.06,-3.81,-3.87,110711,MPRFP[tp],2026.03.13 14:15:02,2026.03.17 00:55:11
Closed,57379593,GBPUSD,BUY,0.01,1.33681,1.33996,31.49999999999986,28809,0,-0.06,3.15,3.09,110711,MPRFP[tp],2026.03.12 14:30:01,2026.03.12 22:30:10
Closed,57370899,GBPUSD,BUY,0.01,1.34155,1.33996,-15.899999999999803,61209,0,-0.06,-1.59,-1.65,110711,MPRFP[tp],2026.03.12 05:30:01,2026.03.12 22:30:10
Closed,57374868,GBPUSD,BUY,0.01,1.33839,1.33996,15.700000000000713,43209,0,-0.06,1.57,1.51,110711,MPRFP[tp],2026.03.12 10:30:01,2026.03.12 22:30:10
Closed,57373134,GBPUSD,BUY,0.01,1.33993,1.33996,0.2999999999997449,46809,0,-0.06,0.03,-0.03,110711,MPRFP[tp],2026.03.12 09:30:01,2026.03.12 22:30:10
Closed,57370513,GBPUSD,BUY,0.01,1.34105,1.34183,7.800000000000029,1736,0,-0.06,0.78,0.72,110711,MPRFP[tp],2026.03.12 05:00:01,2026.03.12 05:28:57
Closed,57310134,GBPUSD,SELL,0.01,1.34569,1.343,26.900000000000812,41614,0,-0.06,2.69,2.63,110711,MPRFP[tp],2026.03.10 17:45:01,2026.03.11 05:18:35
